Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Birobuli Selatan,Lorong Satelit,NFI/Shelter,Emergency,Unknown,sarung,Oct-20-2018,Oct-20-2018,46,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Petobo,Depan Pesantrin Ngata Baru,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-09-2018,Oct-09-2018,107,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Birobuli Selatan,Lapangan Tangkasi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-09-2018,Oct-09-2018,67,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Ujuna,Rusunawa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,84,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Selatan,Birobuli Selatan,Lorong Satelit,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-20-2018,Oct-20-2018,230,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,blanket,Oct-02-2018,Oct-02-2018,8,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,blanket,Oct-04-2018,Oct-04-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,blanket,Oct-06-2018,Oct-06-2018,6,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Ongka Malino,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Besusu Selatan,Jl Sulawesi Lr 1,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Utara,Jl Una-una,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,9,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Jl. Tanjung Dako,NFI/Shelter,Emergency,Unknown,blanket,Oct-12-2018,Oct-12-2018,51,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Tj Pesik,NFI/Shelter,Emergency,Unknown,blanket,Oct-14-2018,Oct-14-2018,7,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Jl Tururuka,NFI/Shelter,Emergency,Unknown,blanket,Oct-15-2018,Oct-15-2018,31,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,"Jl. Tanjung 1, Lorong Karoya",NFI/Shelter,Emergency,Unknown,blanket,Oct-15-2018,Oct-15-2018,32,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,"Jl. Tanjung 1, Lorong 1",NFI/Shelter,Emergency,Unknown,blanket,Oct-15-2018,Oct-15-2018,15,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-06-2018,Oct-06-2018,45,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-07-2018,Oct-07-2018,85,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-11-2018,Oct-11-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-11-2018,Oct-11-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-11-2018,Oct-11-2018,9,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-12-2018,Oct-12-2018,51,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Posko Pengungsian Mesjid Raya,NFI/Shelter,Emergency,Unknown,family kit,Oct-06-2018,Oct-06-2018,84,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Halaman Rri Sulawesi Tengah,NFI/Shelter,Emergency,Unknown,family kit,Oct-07-2018,Oct-07-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,family kit,Oct-11-2018,Oct-11-2018,16,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,sarung,Oct-02-2018,Oct-02-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Besusu Tengah,Kadata Indah,NFI/Shelter,Emergency,Unknown,sarung,Oct-20-2018,Oct-20-2018,33,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Besusu Barat,Jl. Undata & Jl. Cutmutia,NFI/Shelter,Emergency,Unknown,sarung,Oct-24-2018,Oct-24-2018,68,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,shelter toolkit,Oct-08-2018,Oct-08-2018,6,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-01-2018,Oct-01-2018,11,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-02-2018,Oct-02-2018,21,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-03-2018,Oct-03-2018,8,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-04-2018,Oct-04-2018,,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-05-2018,Oct-05-2018,18,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-06-2018,Oct-06-2018,11,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Posko Pengungsian Mesjid Raya,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-06-2018,Oct-06-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Halaman Rri Sulawesi Tengah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,12,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Markas Pmi Provinsi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,14,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Selatan,Ongka Malino,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Besusu Selatan,Jl Sulawesi Lr 1,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,2,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Lolu Utara,Jl Una-una,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,4,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Timur,Besusu Tengah,Kadata Indah,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-20-2018,Oct-20-2018,165,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Taipa,Lapangan Depan Gudang Seng,NFI/Shelter,Emergency,Unknown,blanket,Oct-08-2018,Oct-08-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Boya,Lapangan Bola,NFI/Shelter,Emergency,Unknown,blanket,Oct-08-2018,Oct-08-2018,265,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Bakuganda,Samping Masjid Al-furqan,NFI/Shelter,Emergency,Unknown,blanket,Oct-08-2018,Oct-08-2018,230,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Kayumalue Ngapa,,NFI/Shelter,Emergency,Unknown,blanket,Oct-15-2018,Oct-15-2018,508,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Taipa,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-08-2018,Oct-08-2018,181,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Boya,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-08-2018,Oct-08-2018,72,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Bakuganda,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-08-2018,Oct-08-2018,74,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Taipa,Lapangan Depan Gudang Seng,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,75,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Boya,Lapangan Bola,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Palu Utara,Mamboro Bakuganda,Samping Masjid Al-furqan,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,477,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Mpanau,Mpanau,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Kalukubula,Kalukubula,NFI/Shelter,Emergency,Unknown,blanket,Oct-12-2018,Oct-12-2018,30,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jonoge,NFI/Shelter,Emergency,Unknown,blanket,Oct-14-2018,Oct-14-2018,220,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-19-2018,Oct-19-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-20-2018,Oct-20-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-21-2018,Oct-21-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-22-2018,Oct-22-2018,36,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-23-2018,Oct-23-2018,40,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-24-2018,Oct-24-2018,12,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-25-2018,Oct-25-2018,14,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,family kit,Oct-10-2018,Oct-10-2018,11,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Bora,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,family kit,Oct-10-2018,Oct-10-2018,5,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Bora,Rumah Kepala Desa,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Sidera,Sidera,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Mpanau,Mpanau,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,50,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Lolu,Lolu,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,25,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Jono Oge,Jonoge,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-14-2018,Oct-14-2018,110,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Sigi Biromaru,Soulowe,Soulowe,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-15-2018,Oct-15-2018,20,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sindue,Kavaya,Dusun Iii,NFI/Shelter,Emergency,Unknown,blanket,Oct-07-2018,Oct-07-2018,36,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sindue,Kavaya,Dusun Iii,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-07-2018,Oct-07-2018,1,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sirenja,Sipi,Ketua Pmi Donggala,NFI/Shelter,Emergency,Unknown,blanket,Oct-08-2018,Oct-08-2018,155,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sirenja,Lambonga,Lambonga,NFI/Shelter,Emergency,Unknown,shelter toolkit,Oct-16-2018,Oct-16-2018,64,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sirenja,Sipi,Ketua Pmi Donggala,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sirenja,Lambonga,Lambonga,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-16-2018,Oct-16-2018,279,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sirenja,Sipi,Sipi,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-24-2018,Oct-24-2018,90,,,,,
PMI,PMI,Red Cross/Red Crescent,Donggala,Sirenja,Tompe,Sirenja,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-25-2018,Oct-25-2018,267,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Barat,Sibalaya Barat,NFI/Shelter,Emergency,Unknown,blanket,Oct-22-2018,Oct-22-2018,60,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Selatan,Sibalaya Selatan,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-21-2018,Oct-21-2018,55,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Barat,Sibalaya Barat,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-22-2018,Oct-22-2018,62,,,,,
PMI,PMI,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-23-2018,Oct-23-2018,190,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Palupi,Halaman Rumah Warga,NFI/Shelter,Emergency,Unknown,blanket,Oct-10-2018,Oct-10-2018,81,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Tawanjuka,Smpn 5 Palu,NFI/Shelter,Emergency,Unknown,blanket,Oct-10-2018,Oct-10-2018,168,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Nunu,Jl Keramat Jati,NFI/Shelter,Emergency,Unknown,blanket,Oct-11-2018,Oct-11-2018,15,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Nunu,Lapangan Agatis,NFI/Shelter,Emergency,Unknown,blanket,Oct-19-2018,Oct-19-2018,191,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Boyaoge,Halaman Masjid,NFI/Shelter,Emergency,Unknown,blanket,Oct-21-2018,Oct-21-2018,28,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-10-2018,Oct-10-2018,81,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-10-2018,Oct-10-2018,168,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-11-2018,Oct-11-2018,15,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Nunu,Lapangan Agatis,NFI/Shelter,Emergency,Unknown,sarung,Oct-19-2018,Oct-19-2018,191,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Duyu,Lapangan,NFI/Shelter,Emergency,Unknown,sarung,Oct-23-2018,Oct-23-2018,112,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Boyaoge,Halaman Rumah Warga,NFI/Shelter,Emergency,Unknown,sarung,Oct-23-2018,Oct-23-2018,76,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Pengawu,Rt 02/ Rw 06,NFI/Shelter,Emergency,Unknown,sarung,Oct-23-2018,Oct-23-2018,21,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Pengawu,Halaman Rumah Warga,NFI/Shelter,Emergency,Unknown,sarung,Oct-23-2018,Oct-23-2018,47,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Palupi,Halaman Rumah Warga,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,40,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Tawanjuka,Smpn 5 Palu,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-10-2018,Oct-10-2018,84,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Nunu,Jl Keramat Jati,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-11-2018,Oct-11-2018,7,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Nunu,Lapangan Agatis,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-19-2018,Oct-19-2018,955,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Boyaoge,Halaman Masjid,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-21-2018,Oct-21-2018,14,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Duyu,Lapangan,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-23-2018,Oct-23-2018,56,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Boyaoge,Halaman Rumah Warga,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-23-2018,Oct-23-2018,38,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Pengawu,Rt 02/ Rw 06,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-23-2018,Oct-23-2018,10,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tatanga,Pengawu,Halaman Rumah Warga,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-23-2018,Oct-23-2018,23,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Mpanau,Rt. 01 Dan 02  Rw 04,NFI/Shelter,Emergency,Unknown,blanket,Oct-08-2018,Oct-08-2018,55,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Mpanau,Dusun Kadongo,NFI/Shelter,Emergency,Unknown,blanket,Oct-12-2018,Oct-12-2018,202,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Lambara,Lapangan Liku,NFI/Shelter,Emergency,Unknown,blanket,Oct-14-2018,Oct-14-2018,211,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Mpanau,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-08-2018,Oct-08-2018,80,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,,,NFI/Shelter,Emergency,Unknown,emergency shelters,Oct-12-2018,Oct-12-2018,202,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Mpanau,Dusun Kadongo,NFI/Shelter,Emergency,Unknown,family kit,Oct-12-2018,Oct-12-2018,202,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Mpanau,Rt. 01 Dan 02  Rw 04,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-08-2018,Oct-08-2018,90,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Tawaeli,Lambara,Lapangan Liku,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-14-2018,Oct-14-2018,105,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Rt 001/ Rw 001,NFI/Shelter,Emergency,Unknown,blanket,Oct-19-2018,Oct-19-2018,53,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Rt 002 / Rw 001,NFI/Shelter,Emergency,Unknown,blanket,Oct-19-2018,Oct-19-2018,60,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Kantor Kelurahan Silae,NFI/Shelter,Emergency,Unknown,sarung,Oct-25-2018,Oct-25-2018,356,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Btn Silae Rumah Pak Rw 05,NFI/Shelter,Emergency,Unknown,sarung,Oct-25-2018,Oct-25-2018,111,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Rt 001/ Rw 001,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-19-2018,Oct-19-2018,265,,,,,
PMI,PMI,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Rt 002 / Rw 001,NFI/Shelter,Emergency,Unknown,tarpaulin,Oct-19-2018,Oct-19-2018,300,,,,,
PPA Siaga,FZ,National NGOs,Sigi,Marawola,,,NFI/Shelter,Emergency,Unknown,,Sep-29-2018,,,,,,,
PPA Siaga,FZ,National NGOs,Palu,Palu Selatan,,,NFI/Shelter,Emergency,Unknown,,Sep-29-2018,,,,,,,
PPA Siaga,FZ,National NGOs,Palu,Palu Timur,,,NFI/Shelter,Emergency,Unknown,,Sep-29-2018,,,,,,,
Pulih/UNFPA/Libu Perempuan,,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,Protection of  WomenÕs Rights,Unknown,Psychosocial support/ Individual counselling for Protection of  WomenÕs Rights  Victim,Oct-16-2018,Oct-16-2018,,,a IDPs teenage girl,,Psychosocial support/ Individual counselling for Protection of  WomenÕs Rights  Victim,
RI,ShelterBox,International NGOs,Sigi,Lindu,Olu,,NFI/Shelter,Emergency,Unknown,"Penyediaan tenda, pelatihan teknis untuk keluarga dalam penggunaan tenda (IEC). Provision of tents technical training on use of the tents (IEC). ",Oct-18-2018,,,623,,,Targetting pending assessments by field team and cluster coordination. Have been waiting for permissions to this point.,
RI,ShelterBox,International NGOs,Sigi,Lindu,Olu,,NFI/Shelter,Emergency,Unknown,"Penyediaan barang, pelatihan teknis untuk keluarga dalam penggunaan barang (IEC). Provision of items, technical training on use of the items (IEC). ",Oct-18-2018,,,623,,,Targetting pending assessments by field team and cluster coordination. Have been waiting for permissions to this point.,
ROA,ADRA,National NGOs,Sigi,Dolo,Karawana,All Dusun,NFI/Shelter,Emergency,Unknown,"3 Tarpaulins (4X6m), handsaw, rob, nails, hammer",Oct-29-2018,Oct-31-2018,,,,,,
ROA,ADRA,National NGOs,Sigi,Dolo,Maku,All Dusun,NFI/Shelter,Emergency,Unknown,"3 Tarpaulins (4X6m), handsaw, rob, nails, hammer",Oct-29-2018,Nov-20-2018,,,,,,
ROA,ADRA,National NGOs,Sigi,Dolo,Waturalele,All Dusun,NFI/Shelter,Emergency,Unknown,"3 Tarpaulins (4X6m), handsaw, rob, nails, hammer",Oct-29-2018,Nov-20-2018,,,,,,
ROA,ADRA,National NGOs,Sigi,Gumbasa,Omu,All Dusun,NFI/Shelter,Emergency,Unknown,Plastic sheet / Tarpaulins,Oct-15-2018,Oct-15-2018,474,,,,,
ROA,ADRA,National NGOs,Sigi,Gumbasa,Tuwa,All Dusun,NFI/Shelter,Emergency,Unknown,Plastic sheet / Tarpaulins,Oct-15-2018,Oct-15-2018,520,,,,,
ROA,ADRA,National NGOs,Sigi,Gumbasa,Bimoro,All Dusun,NFI/Shelter,Emergency,Unknown,"2 Tarpaulins (4x6m), handsaw,hammer,rob,nails",Oct-17-2018,Oct-17-2018,272,,,,,
ROA,ADRA,National NGOs,Sigi,Gumbasa,Simoro,All Dusun,NFI/Shelter,Emergency,Unknown,"2 Tarpaulins (4x6m), handsaw,hammer,rob,nails",Oct-17-2018,Oct-17-2018,300,,,,,
ROA,ADRA,National NGOs,Sigi,Kulawi,Salua,All Dusun,NFI/Shelter,Emergency,Unknown,"2 Tarpaulins (4x6m), handsaw,hammer,rob,nails",Oct-17-2018,Oct-17-2018,385,,,,,
ROA,ADRA,National NGOs,Sigi,Kulawi,Bolapapu,All Dusun,NFI/Shelter,Emergency,Unknown,"2 Tarpaulins (4x6m), handsaw,hammer,rob,nails",Oct-18-2018,Oct-19-2018,64,,,,,
ROA,ADRA,National NGOs,Sigi,Lindu,Puroo,All Dusun,NFI/Shelter,Emergency,Unknown,"2 Tarpaulins (4x6m), handsaw,hammer,rob,nails",Oct-19-2018,Oct-19-2018,,550,,,,
ROA,ADRA,National NGOs,Sigi,Marawola,Binangga,All Dusun,NFI/Shelter,Emergency,Unknown,"3 Tarpaulins (4X6m), handsaw, rob, nails, hammer",Oct-29-2018,Nov-20-2018,,,,,,
